# Table of coordinated (x, y) factor concentrations (Header file)
# random seed: 1 
timestep x y Activator Inhibitor
0 7 8 8.40724731112141299e-02 1.36457218409340053e-01
0 7 9 3.55794963592636460e-01 2.27350815022831942e-01
0 7 10 1.61000883193662958e-01 2.36885507085139446e-01
0 8 1 1.18172888159935319e-02 1.93278552380734936e-01
0 8 2 2.10459339604537943e-01 9.40196523756564595e-02
0 8 3 5.43808462227066691e-02 4.49909250178010089e-01
0 8 4 2.55057990464338191e-01 1.04545496275885053e-01
0 8 5 3.02824320017008264e-01 4.08519834188943443e-01
0 8 6 1.04090542546436682e-02 8.93226041389766356e-03
0 8 7 7.32308701996730038e-02 3.59417736380894914e-01
0 8 8 8.01137963148523258e-02 3.52302813926001268e-01
0 8 9 3.39087897638473745e-01 2.72351081789452221e-01
0 8 10 1.10299874011338284e-01 4.87797258908941711e-01
0 9 1 3.98905428853075505e-01 2.58299758474696495e-01
0 9 2 1.11597890123335375e-01 3.24253209049628177e-01
0 9 3 1.97449004929149796e-01 2.87922981394028332e-01
0 9 4 1.60622904672562627e-01 3.15473930635673472e-01
0 9 5 2.93925581032456473e-02 1.49302974811506672e-01
0 9 6 4.83951655075444576e-01 4.37767122117579621e-01
0 9 7 1.53193310166622965e-01 4.29257203178279645e-01
0 9 8 1.55181813676567026e-01 4.69644216067641229e-01
0 9 9 3.71921059333560566e-01 2.08086131382512751e-01
0 9 10 1.26179051139917675e-01 4.24013123183442087e-03
0 10 1 4.39358949104423302e-01 1.89582652992902889e-02
0 10 2 4.09707055306398615e-01 4.81100562590409009e-01
0 10 3 2.85140285122590098e-01 8.57585475888593129e-02
0 10 4 4.33890532217496683e-01 4.86887618079845819e-01
0 10 5 3.52011571165035675e-01 2.54436873038945244e-01
0 10 6 1.88984417171804031e-01 1.73465442281310833e-01
0 10 7 1.02880878647352347e-01 3.37076507123432068e-01
0 10 8 2.16475060550158138e-01 9.70593224925948017e-02
0 10 9 5.22121114207576564e-02 3.32978764139341299e-01
0 10 10 1.48036336541575775e-01 2.49899961118400793e-01
1 1 1 6.13746259727950411e-02 5.14174691888820146e-01
1 1 2 9.08421910597253746e-01 1.55904768949871841e+00
1 1 3 6.28284868899704252e-01 1.18201199552352865e+00
1 1 4 8.15176699796954951e-01 1.40392644009632139e+00
1 1 5 4.32469970259822534e-02 4.65941677528369680e-01
1 1 6 1.39474271207357514e+00 1.45783067993463389e+00
1 1 7 1.01050048379054069e+00 1.50248165285776869e+00
1 1 8 5.77261517695940918e-01 1.09394191102473681e+00
1 1 9 1.03558732225378841e-01 8.24017519242195573e-01
1 1 10 1.15667605640607563e+00 1.64614137712037012e+00
1 2 1 1.26189197997580681e-02 3.35262703733917644e-01
1 2 2 1.31475710265046297e+00 1.62476190006057375e+00
1 2 3 9.80607848197598414e-02 7.33482153111824520e-01
1 2 4 1.40214030441505044e-02 3.02192016718650980e-01
1 2 5 6.14017109035482567e-01 1.06102050538472015e+00
1 2 6 1.05275013572247153e-01 7.67368982444975978e-01
1 2 7 1.64481306189672077e-01 6.81545129272603467e-01
1 2 8 1.67226516476318698e-01 8.86874928024415921e-01
1 2 9 1.17991504482844567e+00 1.54117455412131732e+00
1 2 10 9.48484599151952157e-01 1.32886010390768639e+00
1 3 1 1.23678095020536061e+00 1.73498106180437195e+00
1 3 2 5.56880277865383008e-02 5.96726980506551041e-01
1 3 3 9.44984533224890400e-01 1.46550598691282530e+00
1 3 4 1.15153721851121760e+00 1.70178093188155577e+00
1 3 5 1.05386780072850117e+00 1.59090192293073485e+00
1 3 6 1.95343220609990487e-01 9.13226213243366725e-01
1 3 7 1.02192682114053301e+00 1.69099954025628074e+00
1 3 8 6.05946974506023639e-01 1.21357816764073156e+00
1 3 9 1.66104214608388326e-02 2.84351529762084332e-01
1 3 10 9.89598905881787116e-01 1.57163279823390178e+00
1 4 1 7.88735919852595613e-02 7.71848432219375047e-01
1 4 2 9.36592594413103052e-01 1.43756249119581492e+00
1 4 3 1.69041219840863621e-01 1.13920765700929882e+00
1 4 4 5.75402184446735188e-01 1.23593725498444651e+00
1 4 5 6.09765817904165175e-01 1.24531293266369647e+00
1 4 6 6.94490331166155439e-01 1.14073786441819114e+00
1 4 7 2.08982446439103312e-02 4.02492772103097640e-01
1 4 8 1.20981480003833597e+00 1.73736143859526493e+00
1 4 9 3.58005204498388185e-01 1.07409447824162219e+00
1 4 10 5.54812931549436561e-01 1.23161625333535651e+00
1 5 1 9.63219719682898212e-01 1.53972250206927730e+00
1 5 2 1.08935308944346310e+00 1.62045729665570026e+00
1 5 3 5.71264247091255006e-01 1.24962687489004431e+00
1 5 4 5.94520230163953389e-01 1.37538648910068595e+00
1 5 5 1.83680497564600198e-01 8.21927314546115118e-01
1 5 6 1.35309777265565634e+00 1.63339811858954809e+00
1 5 7 1.00240144755555138e+00 1.54188581191466501e+00
1 5 8 1.01829216585228277e+00 1.70197639390364586e+00
1 5 9 1.01163491733207223e+00 1.58013086334380803e+00
1 5 10 5.39573332249241089e-01 1.37483280281113118e+00
1 6 1 2.62273856760225875e-02 4.59308153988893964e-01
1 6 2 8.00927298115779895e-01 1.25726260916315846e+00
1 6 3 6.61411527742285177e-01 1.18534103481611086e+00
1 6 4 3.47447104071113566e-01 9.85125242133258583e-01
1 6 5 6.06658935533729959e-01 1.28305008149438482e+00
1 6 6 9.79965231781220636e-01 1.26359306611159683e+00
1 6 7 1.33153066276820789e-02 3.22024681185472228e-01
1 6 8 8.02983618423862011e-02 6.90596345406365275e-01
1 6 9 9.97763883558809184e-01 1.67269650073861897e+00
1 6 10 8.80069954675480881e-01 1.63398378770625263e+00
1 7 1 1.14906385422737151e-01 8.49202060089976785e-01
1 7 2 1.08809246037218377e+00 1.32487613301849239e+00
1 7 3 8.39618093551409636e-03 2.10838011497507166e-01
1 7 4 1.18011397366098225e+00 1.41916813201832537e+00
1 7 5 5.00794262612210828e-02 5.15025356545373070e-01
1 7 6 4.15598245808495692e-01 9.20567013348779994e-01
1 7 7 7.18532252518847836e-02 5.76708279931242074e-01
1 7 8 7.59054982436693781e-02 6.61964552524056282e-01
1 7 9 8.91723176298076403e-01 1.47541751082195360e+00
1 7 10 1.45213004431638953e-01 1.05250683681374513e+00
1 8 1 1.13527295126051031e-02 3.35590624306822238e-01
1 8 2 4.64542449525518930e-01 1.08627409145563036e+00
1 8 3 4.93495439098468325e-02 4.66344887938759278e-01
1 8 4 5.23502479762376405e-01 1.26565207841421068e+00
1 8 5 8.36621066149644155e-01 1.30666294518282911e+00
1 8 6 1.02561207956032262e-02 2.91741558620955965e-01
1 8 7 6.59352183371319095e-02 6.37840464405073693e-01
1 8 8 7.23992354905681479e-02 7.02000723827501782e-01
1 8 9 7.51412518594597012e-01 1.49003408668863746e+00
1 8 10 9.94463777080813877e-02 7.58000800561994148e-01
1 9 1 1.20342497651892533e+00 1.47345117898202216e+00
1 9 2 1.01128456032694894e-01 8.10687628156678608e-01
1 9 3 2.87871856532709747e-01 1.11215534136292304e+00
1 9 4 1.75839909610326001e-01 9.72294842285106431e-01
1 9 5 2.75127208154961438e-02 4.54640317919573489e-01
1 9 6 1.25911407694967292e+00 1.68890378172628663e+00
1 9 7 1.38055477934063558e-01 1.07026753391443896e+00
1 9 8 1.39843790052429279e-01 9.91401377227623559e-01
1 9 9 9.32257579411839621e-01 1.50977166940523277e+00
1 9 10 1.14031267385250476e-01 8.24013853607741376e-01
1 10 1 1.06831414935274105e+00 1.65967883590049148e+00
1 10 2 1.13210210982228165e+00 1.53712635714296608e+00
1 10 3 5.76215835705153445e-01 1.37182725471436862e+00
1 10 4 1.02128830233304790e+00 1.66941234386867166e+00
1 10 5 9.51500026343273797e-01 1.43208843398321717e+00
1 10 6 2.71189824398564205e-01 1.08021507735525257e+00
1 10 7 9.30663389729311785e-02 7.00939928511883581e-01
1 10 8 3.20224368753543986e-01 1.19300277846813385e+00
1 10 9 4.75663670209525505e-02 5.31712820155246124e-01
1 10 10 4.22527617140469547e-01 7.98855279033991783e-01
2 1 1 5.78372423387009740e-02 1.37024293811087672e+00
2 1 2 1.31245668419666739e+00 3.08968571783940593e+00
2 1 3 8.07175551691157955e-01 2.79546641816386821e+00
2 1 4 1.25497690579776822e+00 2.76235231430391925e+00
2 1 5 4.21515838803868462e-02 1.30468808222259369e+00
2 1 6 2.10133784900860388e+00 3.15589633063317043e+00
2 1 7 1.54357079074532066e+00 2.98437650107717056e+00
2 1 8 7.50545182211961537e-01 2.59672634825417781e+00
2 1 9 9.54861913248976346e-02 1.53980145750579767e+00
2 1 10 1.78797815143555305e+00 3.01305574840913426e+00
2 2 1 1.45042682967776639e-02 1.09052307434127371e+00
2 2 2 2.03140975824748704e+00 3.04441121217015764e+00
2 2 3 9.05045313295031462e-02 1.45776534227626664e+00
2 2 4 1.49702941939069013e-02 1.03302108210188814e+00
2 2 5 9.51203631320777010e-01 2.40576407383613722e+00
2 2 6 9.64932650678688164e-02 1.40828270373637854e+00
2 2 7 1.49509573229269443e-01 1.74342803705401872e+00
2 2 8 1.52170029071299701e-01 1.73318892788033896e+00
2 2 9 1.84291115142430861e+00 2.98099973261987161e+00
2 2 10 1.37768409785716628e+00 3.12026365407593698e+00
2 3 1 1.90986793634704077e+00 3.03632318923368327e+00
2 3 2 5.38934548509251987e-02 1.55557911978194729e+00
2 3 3 1.42319298563808161e+00 2.97488090047242082e+00
2 3 4 1.69364291150879831e+00 3.22398588272096376e+00
2 3 5 1.53545554447225152e+00 3.20585173236899923e+00
2 3 6 1.77686157887388563e-01 1.94782584807555414e+00
2 3 7 1.60486486246322890e+00 2.89473452074691773e+00
2 3 8 7.90486765699439098e-01 2.69005605715571061e+00
2 3 9 1.76987040154363874e-02 1.13679599356605654e+00
2 3 10 1.45970788321760536e+00 3.09946725588057337e+00
2 4 1 7.40124485687244371e-02 1.63255685951909135e+00
2 4 2 1.41488096475870728e+00 2.95600068652848336e+00
2 4 3 1.54245534920354227e-01 1.94082014163122762e+00
2 4 4 6.67142035406702694e-01 2.81103390607285508e+00
2 4 5 7.83132583949814776e-01 2.73471354281413959e+00
2 4 6 1.00625979998232795e+00 2.70393712956655197e+00
2 4 7 2.22551695611850758e-02 1.31380185609034372e+00
2 4 8 1.78695883245150466e+00 3.22457080617530423e+00
2 4 9 3.23424571525788795e-01 2.31787609912253867e+00
2 4 10 6.63288856069439436e-01 2.66193128140678370e+00
2 5 1 1.44325625405311486e+00 3.01129321859116672e+00
2 5 2 1.55560435480131920e+00 3.33441110466751311e+00
2 5 3 6.65693745043636986e-01 2.78268714603504908e+00
2 5 4 7.75247798980393532e-01 2.64890319273206698e+00
2 5 5 1.67490125785629440e-01 1.95836371090491457e+00
2 5 6 1.96663373471931635e+00 3.34171042668924567e+00
2 5 7 1.51840755522545834e+00 3.00885560342892466e+00
2 5 8 1.44004071176254644e+00 3.31690035147802531e+00
2 5 9 1.42127174114504395e+00 3.33962721789346428e+00
2 5 10 5.52650809693488676e-01 2.88367984363499197e+00
2 6 1 2.59839224407644766e-02 1.19687598895687430e+00
2 6 2 1.16620833043380312e+00 2.89918143815393581e+00
2 6 3 9.78654190552220027e-01 2.58732585884944788e+00
2 6 4 3.14184091498399432e-01 2.35806274256000536e+00
2 6 5 8.67273257897423044e-01 2.51988201935510858e+00
2 6 6 1.49711661010412822e+00 2.96149109124624932e+00
2 6 7 1.38494446261970220e-02 8.80638360197486536e-01
2 6 8 7.38678036125515747e-02 1.33188051718338629e+00
2 6 9 1.41813799231121429e+00 3.26726417290239635e+00
2 6 10 1.27726853887427705e+00 3.02647476934299942e+00
2 7 1 1.04142972014399052e-01 1.28767269490068736e+00
2 7 2 1.72204929347939739e+00 2.90483326702549727e+00
2 7 3 1.01968462122305308e-02 8.95655001377401172e-01
2 7 4 1.88897476265698416e+00 2.89643800222054315e+00
2 7 5 4.76161121853949584e-02 1.26707057137256585e+00
2 7 6 5.58335106845327722e-01 2.00292002040965667e+00
2 7 7 6.49218939928402350e-02 9.39682053870694700e-01
2 7 8 6.90434213329651908e-02 1.13826526838523545e+00
2 7 9 1.28689072992805009e+00 3.06443801576112795e+00
2 7 10 1.31951429574869522e-01 1.71865875460486484e+00
2 8 1 1.18640883780899691e-02 8.87515581130583264e-01
2 8 2 6.27851671803146161e-01 2.16816030821775119e+00
2 8 3 4.53889155268353134e-02 1.02029596968070191e+00
2 8 4 6.36447198652960622e-01 2.51207724015624789e+00
2 8 5 1.41540760216504546e+00 2.56554525530936406e+00
2 8 6 1.15040343252623065e-02 9.47010638651511583e-01
2 8 7 5.93675340208601951e-02 9.39794945981220042e-01
2 8 8 6.58257960798967756e-02 1.18982078120027523e+00
2 8 9 1.06850879952082622e+00 2.86873078480151866e+00
2 8 10 9.00613032920367929e-02 1.30311009567747838e+00
2 9 1 1.85513234233973634e+00 3.03622157980489549e+00
2 9 2 9.34210733890287887e-02 1.59928362116052880e+00
2 9 3 2.58861505229253996e-01 1.94753350962023086e+00
2 9 4 1.59292904853379158e-01 1.76966477354641039e+00
2 9 5 2.75520082720061288e-02 1.22690902864603313e+00
2 9 6 1.97980489765243473e+00 2.97051477345128223e+00
2 9 7 1.25151487671850775e-01 1.56887585636254423e+00
2 9 8 1.26669376536471479e-01 1.64293047344071574e+00
2 9 9 1.42457405165419804e+00 2.91319771754822110e+00
2 9 10 1.04601625042257784e-01 1.53135703181660565e+00
2 10 1 1.59224879582192180e+00 3.11966660733982692e+00
2 10 2 1.62685173487873236e+00 3.32879359392962026e+00
2 10 3 6.59966631799564718e-01 2.84426920030589203e+00
2 10 4 1.46552179564970952e+00 3.24590022646332255e+00
2 10 5 1.47670735382450458e+00 2.88326478705920008e+00
2 10 6 2.46413767726706451e-01 2.20629327783780305e+00
2 10 7 8.49857352739313843e-02 1.47501148645742441e+00
2 10 8 2.87822605667886089e-01 1.98227168399625597e+00
2 10 9 4.42335077556129455e-02 1.14282243741851741e+00
2 10 10 3.84262315550900846e-01 2.35812654831437651e+00
3 1 1 5.60657243173373482e-02 2.43533364510409900e+00
3 1 2 1.66263147950807166e+00 4.62521142368102822e+00
3 1 3 9.02737919203502104e-01 4.18348272668181753e+00
3 1 4 1.63757931078547192e+00 4.14943805277753874e+00
3 1 5 4.29703472692277363e-02 2.51365237776559036e+00
3 1 6 2.67608252518977707e+00 4.41265677189313799e+00
3 1 7 1.99722056802623227e+00 4.41686329050081028e+00
3 1 8 8.49218504208626213e-01 3.75018627751229205e+00
3 1 9 8.95624236911878036e-02 2.52718557120897769e+00
3 1 10 2.30706118280233374e+00 4.39516964423626799e+00
3 2 1 1.78216739028000531e-02 2.21340257862666245e+00
3 2 2 2.62072048255960688e+00 4.24872290196073532e+00
3 2 3 8.49632987324167310e-02 2.51146049001026617e+00
3 2 4 1.69965736618300535e-02 2.06810646427658407e+00
3 2 5 1.24072902077605085e+00 3.64924150017013993e+00
3 2 6 8.95275916846447889e-02 2.41682646827124259e+00
3 2 7 1.37067734022863985e-01 2.63795762912815812e+00
3 2 8 1.39574834232547990e-01 2.82420618009833868e+00
3 2 9 2.39598145331638790e+00 4.25019683295060879e+00
3 2 10 1.75689312937095443e+00 4.59574735589366057e+00
3 3 1 2.47663460548357062e+00 4.25060311156311688e+00
3 3 2 5.43879739505227777e-02 2.76558404125264268e+00
3 3 3 1.86232500053468231e+00 4.22609509487109580e+00
3 3 4 2.15418605080702186e+00 4.70001081315511904e+00
3 3 5 1.95393116277150924e+00 4.69541393121579098e+00
3 3 6 1.63083972334100435e-01 2.98693153872412775e+00
3 3 7 2.10720156632485978e+00 4.19175271187602139e+00
3 3 8 9.02428401964547433e-01 3.94028874551401209e+00
3 3 9 1.98244132953916061e-02 2.32712122431103241e+00
3 3 10 1.86735662950269599e+00 4.58371216913456880e+00
3 4 1 7.12145102808341285e-02 2.80355453548596989e+00
3 4 2 1.84427990527882768e+00 4.27058743528355755e+00
3 4 3 1.42006773093706407e-01 3.14339678503116238e+00
3 4 4 6.31976375357638620e-01 4.12032014537073543e+00
3 4 5 8.50435795617175860e-01 4.24570917428044314e+00
3 4 6 1.25194904592746714e+00 4.17100522839751875e+00
3 4 7 2.52534806276661743e-02 2.52567258358541080e+00
3 4 8 2.27241641310159714e+00 4.65817554641003895e+00
3 4 9 2.93408775591158522e-01 3.46658505892732949e+00
3 4 10 6.38249794519089475e-01 3.97747572801183491e+00
3 5 1 1.86585641613738829e+00 4.39727386723550140e+00
3 5 2 1.95439838190369297e+00 4.96678863132265214e+00
3 5 3 6.30508015710777636e-01 4.10703921833880248e+00
3 5 4 8.51170992549694749e-01 4.08320407811984953e+00
3 5 5 1.54077860403444955e-01 3.14183186784416391e+00
3 5 6 2.46115543773883427e+00 4.90636389480876112e+00
3 5 7 1.96822548752345128e+00 4.39101701658424393e+00
3 5 8 1.82062587115442853e+00 4.78636943490554145e+00
3 5 9 1.77955490342877787e+00 4.94103932716239314e+00
3 5 10 4.99711459736322250e-01 4.26465676537108074e+00
3 6 1 2.68698393252251623e-02 2.22490848617047154e+00
3 6 2 1.47299007217599276e+00 4.42561949898920481e+00
3 6 3 1.22013299233469219e+00 4.05848529249599554e+00
3 6 4 2.85682089001631279e-01 3.50687836490045957e+00
3 6 5 1.04962363966740213e+00 3.89344839708702706e+00
3 6 6 1.94498672747842161e+00 4.35514414587393439e+00
3 6 7 1.52424129882657404e-02 1.74034548221809393e+00
3 6 8 6.88525773549064080e-02 2.18639561946266303e+00
3 6 9 1.79470013178089949e+00 4.74267921807420834e+00
3 6 10 1.64409738437024311e+00 4.33132784398586690e+00
3 7 1 9.50511341368973778e-02 1.96236829793638412e+00
3 7 2 2.26390273483553361e+00 4.15142776396065116e+00
3 7 3 1.32955398774914045e-02 1.94091190977711991e+00
3 7 4 2.46688012542403623e+00 4.15767155803243060e+00
3 7 5 4.69237974337288408e-02 2.30861972918996994e+00
3 7 6 5.54706071915329058e-01 3.04313389085701713e+00
3 7 7 5.88249407865528151e-02 1.40906228540898226e+00
3 7 8 6.32285207180484782e-02 1.74912838703521256e+00
3 7 9 1.65886592470791960e+00 4.32972469425353790e+00
3 7 10 1.20755790644502412e-01 2.50677897265968364e+00
3 8 1 1.30350089649256574e-02 1.64733616221086199e+00
3 8 2 6.85041225780751661e-01 3.21370329708173053e+00
3 8 3 4.20617982807366675e-02 1.79431213424782698e+00
3 8 4 6.31835999735672837e-01 3.61873426109423546e+00
3 8 5 1.93807812430241500e+00 3.74821089413313047e+00
3 8 6 1.39096160551308544e-02 1.78659179821375469e+00
3 8 7 5.34576130574074063e-02 1.32387605197809477e+00
3 8 8 6.01936720021684149e-02 1.75426361857488722e+00
3 8 9 1.36450962574079360e+00 4.08389619072816945e+00
3 8 10 8.19127552899377998e-02 1.95767680170519331e+00
3 9 1 2.42066592236671996e+00 4.19290415909114778e+00
3 9 2 8.76601529670833490e-02 2.66351890256132418e+00
3 9 3 2.32905993306116138e-01 2.67574244591035804e+00
3 9 4 1.44933424925363319e-01 2.65721379861585083e+00
3 9 5 2.92080666608081109e-02 2.23771384843874444e+00
3 9 6 2.60622111087421793e+00 3.99881259143877532e+00
3 9 7 1.14205262643228098e-01 2.15473675325143565e+00
3 9 8 1.15254457599393179e-01 2.28517245603846586e+00
3 9 9 1.89391555830805802e+00 4.03667339114025925e+00
3 9 10 9.71315632963995895e-02 2.53814847977675750e+00
3 10 1 2.03127172166047298e+00 4.66058187220653863e+00
3 10 2 2.05876907332562897e+00 4.81049566342224288e+00
3 10 3 6.03959203291039137e-01 4.25769662989382081e+00
3 10 4 1.86524048907209905e+00 4.66693028384192043e+00
3 10 5 1.93897443518857826e+00 4.19565170936712750e+00
3 10 6 2.25947154587867821e-01 3.28717896956545497e+00
3 10 7 7.81571957501681625e-02 2.28297199057736400e+00
3 10 8 2.58910493548503651e-01 2.68682656047953827e+00
3 10 9 4.16166211432567185e-02 2.04247734740923104e+00
3 10 10 3.47621752856434874e-01 3.31717353422020045e+00
4 1 1 5.56534455554680563e-02 3.62953313118632259e+00
4 1 2 2.02080502844363519e+00 5.96066139632286252e+00
4 1 3 9.68701597439471374e-01 5.48186183358015633e+00
4 1 4 2.01652103217286660e+00 5.46174220112288644e+00
4 1 5 4.52363957221622037e-02 3.67974438093886302e+00
4 1 6 3.18326215374827548e+00 5.59497236142971754e+00
4 1 7 2.44199493555383684e+00 5.54842713383423636e+00
4 1 8 9.18280492172034668e-01 4.80444485495276918e+00
4 1 9 8.52994734137376143e-02 3.53178603205889985e+00
4 1 10 2.78730736937012802e+00 5.57301668329141098e+00
4 2 1 2.21701086255760640e-02 3.33474666790150787e+00
4 2 2 3.13394159466463318e+00 5.46359775359829314e+00
4 2 3 8.10054490413732314e-02 3.56046938982491046e+00
4 2 4 1.98233348691612653e-02 3.20066582148308632e+00
4 2 5 1.53119086008255767e+00 4.89866320809622735e+00
4 2 6 8.40339635889151698e-02 3.37072139775256385e+00
4 2 7 1.26754116259779920e-01 3.62708362516650329e+00
4 2 8 1.28957746308221488e-01 3.80073403603952720e+00
4 2 9 2.89309718715563724e+00 5.45508967199810080e+00
4 2 10 2.13789588200041880e+00 5.94212175476726401e+00
4 3 1 2.97818285050287912e+00 5.48577445636889749e+00
4 3 2 5.66461559262365841e-02 3.89250511422073453e+00
4 3 3 2.28721830090195022e+00 5.48606571266611276e+00
4 3 4 2.59313442640244407e+00 5.99976353444888133e+00
4 3 5 2.36288981418412147e+00 6.03780463093736941e+00
4 3 6 1.51033788377219147e-01 4.07701741654059902e+00
4 3 7 2.57931355663487594e+00 5.35395199825161328e+00
4 3 8 9.88750649668596604e-01 5.16061012649453144e+00
4 3 9 2.26645714145316327e-02 3.48607466275035005e+00
4 3 10 2.26887826706472229e+00 5.91793268333639233e+00
4 4 1 6.99557548824977088e-02 3.94953427868270079e+00
4 4 2 2.25847077825794695e+00 5.58972420046622887e+00
4 4 3 1.31751271067260450e-01 4.25555958895228859e+00
4 4 4 5.70096371984796346e-01 5.32927100584697833e+00
4 4 5 8.74238132630634879e-01 5.55710121139931967e+00
4 4 6 1.50282777900580511e+00 5.53349895227905897e+00
4 4 7 2.94501452455071637e-02 3.77304665552195084e+00
4 4 8 2.72608048610072773e+00 5.94565405114343548e+00
4 4 9 2.67237987055730153e-01 4.60445099868354024e+00
4 4 10 5.74584997315518264e-01 5.11967052205785400e+00
4 5 1 2.27586114149181640e+00 5.72295931091193211e+00
4 5 2 2.34821445868966450e+00 6.37847042266395725e+00
4 5 3 5.68932422674893967e-01 5.33968839309692545e+00
4 5 4 8.85984198696173730e-01 5.30112615982902646e+00
4 5 5 1.42790061396530138e-01 4.37133421772305208e+00
4 5 6 2.91673204237368999e+00 6.26643392698797541e+00
4 5 7 2.39943487299741287e+00 5.69436226221782782e+00
4 5 8 2.20388634676400130e+00 6.12663083543941855e+00
4 5 9 2.14278537213063691e+00 6.33743615160720886e+00
4 5 10 4.53262247421613362e-01 5.44953667804595021e+00
4 6 1 2.86384969111963296e-02 3.30096938939008666e+00
4 6 2 1.78881923340088078e+00 5.80847017052262071e+00
4 6 3 1.46605977055367576e+00 5.37372952435147511e+00
4 6 4 2.61098513024348999e-01 4.64747265088686135e+00
4 6 5 1.22773081794381689e+00 5.12798857328314472e+00
4 6 6 2.37738296326239329e+00 5.61449227138765927e+00
4 6 7 1.72858291327372161e-02 2.64572956589835107e+00
4 6 8 6.50316104207104145e-02 3.11568692993659457e+00
4 6 9 2.17625389124240076e+00 6.04135407458979579e+00
4 6 10 2.01810854489017100e+00 5.55172193863500674e+00
4 7 1 8.73786133063753079e-02 2.73651229255641759e+00
4 7 2 2.76219999826571438e+00 5.28088363228880908e+00
4 7 3 1.72905037604878138e-02 3.00951040640345502e+00
